order_id,order_date,ship_date,ship_mode,customer_id,region,sales_rep,category,sub_category,unit_price,quantity,discount,sales,cost,profit,profit_pct
ORD-00388,2024-03-14,2024-03-16,Same Day,CUST_0187,Central,Rep_19,Sports,Outdoor Gear,32.27,4,0.2,103.26,53.33,49.93,48.35
ORD-00389,2024-04-18,2024-04-22,Economy,CUST_0170,East,Rep_05,Clothing,Shoes,102.51,5,0.05,486.92,299.7,187.22,38.45
ORD-00390,2023-09-27,2023-10-03,Express,CUST_0276,East,Rep_05,Furniture,Chairs,720.44,2,0.15,1224.75,578.84,645.91,52.74
ORD-00391,2023-02-07,2023-02-12,Express,CUST_0208,Central,Rep_19,Electronics,Laptops,669.11,9,0.05,5720.89,3696.68,2024.21,35.38
ORD-00392,2024-04-20,2024-04-25,Express,CUST_0149,West,Rep_08,Furniture,Cabinets,457.29,7,0.0,3201.03,1922.7,1278.33,39.93
ORD-00393,2023-07-03,2023-07-08,Express,CUST_0229,Central,Rep_05,Furniture,Desks,764.1,3,0.15,1948.46,1304.69,643.77,33.04
ORD-00394,2023-09-28,2023-10-01,Standard,CUST_0119,South,Rep_16,Office Supplies,Pens,22.55,4,0.1,81.18,58.64,22.54,27.77
ORD-00395,2024-10-26,2024-10-29,Standard,CUST_0024,West,Rep_15,Office Supplies,Binders,12.74,9,0.15,97.46,68.11,29.35,30.11
ORD-00396,2024-06-13,2024-06-16,Standard,CUST_0188,West,Rep_13,Office Supplies,Paper,33.22,4,0.1,119.59,68.38,51.21,42.82
ORD-00397,2024-03-26,2024-03-28,Express,CUST_0004,West,Rep_20,Office Supplies,Binders,22.25,9,0.15,170.21,90.93,79.28,46.58
ORD-00398,2024-02-29,2024-03-07,Express,CUST_0061,South,Rep_12,Furniture,Desks,331.16,2,0.05,629.2,410.6,218.6,34.74
ORD-00399,2023-09-07,2023-09-08,Standard,CUST_0211,Central,Rep_06,Clothing,Pants,49.41,10,0.0,494.1,242.32,251.78,50.96
ORD-00400,2023-09-22,2023-09-24,Express,CUST_0029,Central,Rep_05,Sports,Gym Equipment,272.82,7,0.1,1718.77,1273.22,445.55,25.92
ORD-00401,2024-05-08,2024-05-10,Economy,CUST_0230,North,Rep_07,Electronics,Tablets,594.85,7,0.1,3747.55,1846.84,1900.71,50.72
ORD-00402,2024-12-03,2024-12-06,Express,CUST_0136,Central,Rep_17,Sports,Outdoor Gear,463.51,10,0.1,4171.59,1963.37,2208.22,52.93
ORD-00403,2024-06-19,2024-06-26,Express,CUST_0009,South,Rep_04,Clothing,Jackets,229.15,7,0.2,1283.24,635.03,648.21,50.51
ORD-00404,2023-04-06,2023-04-10,Standard,CUST_0020,West,Rep_20,Electronics,Phones,1386.91,10,0.1,12482.19,8715.77,3766.42,30.17
ORD-00405,2023-08-23,2023-08-30,Economy,CUST_0272,East,Rep_02,Clothing,Jackets,130.89,7,0.0,916.23,574.21,342.02,37.33
ORD-00406,2023-08-27,2023-09-03,Economy,CUST_0131,West,Rep_05,Sports,Gym Equipment,69.39,10,0.1,624.51,357.59,266.92,42.74
ORD-00407,2024-06-16,2024-06-17,Standard,CUST_0268,North,Rep_19,Furniture,Chairs,362.52,4,0.15,1232.57,852.06,380.51,30.87
ORD-00408,2023-09-25,2023-10-02,Same Day,CUST_0219,North,Rep_05,Clothing,Shoes,143.3,10,0.0,1433.0,907.9,525.1,36.64
ORD-00409,2023-07-03,2023-07-06,Economy,CUST_0286,West,Rep_18,Clothing,Pants,148.59,8,0.0,1188.72,887.44,301.28,25.34
ORD-00410,2024-04-02,2024-04-09,Express,CUST_0061,West,Rep_05,Sports,Sportswear,358.68,3,0.0,1076.04,553.45,522.59,48.57
ORD-00411,2024-02-03,2024-02-09,Express,CUST_0027,Central,Rep_20,Clothing,Shoes,21.22,2,0.2,33.95,16.76,17.19,50.63
ORD-00412,2024-01-15,2024-01-16,Express,CUST_0135,North,Rep_03,Sports,Footwear,316.24,7,0.05,2103.0,1333.7,769.3,36.58
ORD-00413,2024-03-25,2024-03-26,Economy,CUST_0090,Central,Rep_02,Sports,Sportswear,124.8,9,0.0,1123.2,571.06,552.14,49.16
ORD-00414,2023-09-02,2023-09-08,Same Day,CUST_0019,Central,Rep_06,Sports,Outdoor Gear,30.14,3,0.0,90.42,67.73,22.69,25.09
ORD-00415,2024-12-21,2024-12-22,Standard,CUST_0103,West,Rep_13,Clothing,Shoes,231.41,9,0.0,2082.69,1390.91,691.78,33.22
ORD-00416,2024-04-10,2024-04-14,Express,CUST_0116,East,Rep_09,Sports,Sportswear,300.21,5,0.0,1501.05,858.81,642.24,42.79
ORD-00417,2024-06-09,2024-06-12,Standard,CUST_0175,Central,Rep_10,Electronics,Laptops,1777.0,10,0.0,17770.0,11697.24,6072.76,34.17
ORD-00418,2024-08-23,2024-08-30,Economy,CUST_0235,South,Rep_11,Clothing,Jackets,26.29,2,0.0,52.58,24.73,27.85,52.97
ORD-00419,2024-12-18,2024-12-25,Standard,CUST_0181,East,Rep_14,Furniture,Desks,284.34,5,0.0,1421.7,809.91,611.79,43.03
ORD-00420,2023-12-29,2023-12-31,Same Day,CUST_0244,Central,Rep_06,Office Supplies,Pens,72.07,5,0.0,360.35,264.55,95.8,26.59
ORD-00421,2023-07-31,2023-08-02,Same Day,CUST_0124,South,Rep_08,Furniture,Tables,241.94,4,0.2,774.21,492.07,282.14,36.44
ORD-00422,2024-07-08,2024-07-09,Standard,CUST_0253,North,Rep_03,Furniture,Chairs,693.61,6,0.1,3745.49,2039.89,1705.6,45.54
ORD-00423,2024-02-12,2024-02-14,Same Day,CUST_0262,West,Rep_06,Sports,Sportswear,382.58,3,0.0,1147.74,697.51,450.23,39.23
ORD-00424,2024-02-08,2024-02-15,Same Day,CUST_0258,Central,Rep_02,Clothing,Jackets,177.86,3,0.05,506.9,376.6,130.3,25.71
ORD-00425,2024-01-24,2024-01-29,Express,CUST_0007,East,Rep_01,Sports,Footwear,77.35,6,0.1,417.69,295.96,121.73,29.14
ORD-00426,2024-01-10,2024-01-12,Same Day,CUST_0242,South,Rep_09,Furniture,Cabinets,449.14,4,0.05,1706.73,1126.81,579.92,33.98
ORD-00427,2024-08-08,2024-08-10,Express,CUST_0231,West,Rep_09,Office Supplies,Staplers,78.45,4,0.2,251.04,120.49,130.55,52.0
ORD-00428,2023-05-30,2023-06-06,Express,CUST_0196,Central,Rep_14,Office Supplies,Paper,76.94,3,0.05,219.28,151.68,67.6,30.83
ORD-00429,2024-05-13,2024-05-16,Same Day,CUST_0265,West,Rep_05,Furniture,Tables,275.68,10,0.0,2756.8,1570.05,1186.75,43.05
ORD-00430,2024-04-05,2024-04-11,Standard,CUST_0244,South,Rep_09,Furniture,Chairs,334.26,6,0.0,2005.56,1239.65,765.91,38.19
ORD-00431,2024-11-26,2024-12-01,Same Day,CUST_0063,North,Rep_14,Office Supplies,Staplers,19.92,10,0.15,169.32,109.17,60.15,35.52
ORD-00432,2024-04-02,2024-04-03,Economy,CUST_0262,East,Rep_11,Furniture,Cabinets,366.75,5,0.05,1742.06,1114.07,627.99,36.05
ORD-00433,2023-03-15,2023-03-16,Economy,CUST_0293,East,Rep_14,Furniture,Desks,213.4,4,0.0,853.6,465.27,388.33,45.49
ORD-00434,2024-01-07,2024-01-13,Economy,CUST_0139,Central,Rep_13,Office Supplies,Staplers,49.02,8,0.05,372.55,186.35,186.2,49.98
ORD-00435,2023-06-20,2023-06-24,Express,CUST_0041,South,Rep_09,Electronics,Phones,385.42,2,0.05,732.3,450.02,282.28,38.55
ORD-00436,2024-09-24,2024-09-26,Same Day,CUST_0054,Central,Rep_03,Electronics,Accessories,351.76,7,0.0,2462.32,1277.47,1184.85,48.12
ORD-00437,2023-01-30,2023-01-31,Express,CUST_0270,South,Rep_05,Office Supplies,Binders,54.77,6,0.2,262.9,155.86,107.04,40.72
ORD-00438,2024-08-28,2024-09-02,Express,CUST_0070,Central,Rep_15,Sports,Sportswear,244.58,10,0.05,2323.51,1410.46,913.05,39.3
ORD-00439,2023-04-02,2023-04-06,Express,CUST_0277,East,Rep_16,Sports,Sportswear,174.7,7,0.0,1222.9,607.43,615.47,50.33
ORD-00440,2024-04-25,2024-04-30,Same Day,CUST_0177,Central,Rep_05,Electronics,Laptops,214.97,8,0.2,1375.81,816.02,559.79,40.69
ORD-00441,2024-07-15,2024-07-18,Standard,CUST_0119,East,Rep_20,Electronics,Accessories,539.43,9,0.05,4612.13,2621.65,1990.48,43.16
ORD-00442,2024-03-08,2024-03-14,Standard,CUST_0135,West,Rep_08,Furniture,Tables,267.69,10,0.2,2141.52,1409.5,732.02,34.18
ORD-00443,2023-03-12,2023-03-14,Express,CUST_0212,Central,Rep_09,Office Supplies,Staplers,15.25,2,0.15,25.93,15.21,10.72,41.34
ORD-00444,2023-01-20,2023-01-22,Same Day,CUST_0097,Central,Rep_16,Clothing,Shoes,31.42,9,0.0,282.78,143.02,139.76,49.42
ORD-00445,2023-08-27,2023-08-28,Standard,CUST_0225,East,Rep_05,Electronics,Tablets,471.23,8,0.0,3769.84,2083.12,1686.72,44.74
ORD-00446,2023-03-24,2023-03-31,Same Day,CUST_0017,East,Rep_15,Office Supplies,Binders,61.29,3,0.0,183.87,97.44,86.43,47.01
ORD-00447,2023-09-14,2023-09-21,Express,CUST_0093,Central,Rep_16,Clothing,Shirts,107.76,1,0.0,107.76,80.0,27.76,25.76
ORD-00448,2024-04-16,2024-04-22,Express,CUST_0018,West,Rep_08,Furniture,Tables,639.7,9,0.15,4893.7,3644.02,1249.68,25.54
ORD-00449,2024-07-16,2024-07-21,Standard,CUST_0082,East,Rep_11,Clothing,Jackets,48.09,8,0.15,327.01,176.47,150.54,46.04
ORD-00450,2023-11-29,2023-11-30,Economy,CUST_0121,South,Rep_04,Office Supplies,Pens,17.55,5,0.1,78.98,38.38,40.6,51.41
ORD-00451,2024-01-16,2024-01-23,Express,CUST_0244,North,Rep_19,Furniture,Chairs,162.64,3,0.05,463.52,221.29,242.23,52.26
ORD-00452,2024-12-19,2024-12-24,Express,CUST_0183,North,Rep_02,Sports,Sportswear,401.99,3,0.05,1145.67,595.52,550.15,48.02
ORD-00453,2024-01-02,2024-01-08,Economy,CUST_0011,West,Rep_07,Sports,Sportswear,93.32,1,0.05,88.65,58.69,29.96,33.8
ORD-00454,2024-07-10,2024-07-13,Express,CUST_0098,Central,Rep_16,Sports,Sportswear,182.13,8,0.0,1457.04,1034.93,422.11,28.97
ORD-00455,2023-10-30,2023-11-06,Economy,CUST_0080,North,Rep_17,Sports,Outdoor Gear,153.77,6,0.05,876.49,394.61,481.88,54.98
ORD-00456,2023-11-25,2023-12-01,Express,CUST_0187,South,Rep_01,Sports,Footwear,59.77,9,0.2,430.34,243.68,186.66,43.38
ORD-00457,2024-02-24,2024-03-01,Same Day,CUST_0145,Central,Rep_05,Sports,Footwear,181.35,2,0.1,326.43,211.42,115.01,35.23
ORD-00458,2024-05-12,2024-05-14,Standard,CUST_0104,South,Rep_02,Electronics,Phones,377.76,10,0.15,3210.96,2250.53,960.43,29.91
ORD-00459,2023-01-14,2023-01-16,Standard,CUST_0114,North,Rep_12,Clothing,Shoes,170.82,2,0.05,324.56,224.05,100.51,30.97
ORD-00460,2024-09-23,2024-09-26,Standard,CUST_0189,Central,Rep_14,Electronics,Tablets,1152.24,2,0.2,1843.58,997.69,845.89,45.88
ORD-00461,2023-07-14,2023-07-16,Economy,CUST_0273,North,Rep_08,Furniture,Chairs,468.33,4,0.1,1685.99,1074.98,611.01,36.24
ORD-00462,2024-12-20,2024-12-26,Economy,CUST_0184,North,Rep_19,Furniture,Tables,398.95,2,0.0,797.9,548.75,249.15,31.23
ORD-00463,2023-12-27,2023-12-30,Economy,CUST_0081,Central,Rep_11,Sports,Footwear,288.54,6,0.2,1384.99,777.69,607.3,43.85
ORD-00464,2024-01-20,2024-01-27,Express,CUST_0289,Central,Rep_08,Clothing,Shoes,146.55,5,0.0,732.75,541.13,191.62,26.15
ORD-00465,2024-06-14,2024-06-16,Standard,CUST_0146,North,Rep_02,Clothing,Jackets,248.48,5,0.0,1242.4,671.02,571.38,45.99
ORD-00466,2023-04-07,2023-04-08,Express,CUST_0142,East,Rep_01,Furniture,Desks,422.26,3,0.0,1266.78,670.76,596.02,47.05
ORD-00467,2024-08-07,2024-08-11,Standard,CUST_0154,South,Rep_09,Sports,Outdoor Gear,297.46,4,0.15,1011.36,478.54,532.82,52.68
ORD-00468,2024-09-01,2024-09-07,Standard,CUST_0296,South,Rep_16,Office Supplies,Binders,27.53,10,0.05,261.54,123.85,137.69,52.65
ORD-00469,2023-08-21,2023-08-27,Standard,CUST_0214,East,Rep_14,Electronics,Tablets,1375.0,10,0.0,13750.0,8802.28,4947.72,35.98
ORD-00470,2024-07-06,2024-07-11,Same Day,CUST_0022,East,Rep_17,Clothing,Shirts,54.4,9,0.15,416.16,214.84,201.32,48.38
ORD-00471,2023-08-16,2023-08-20,Standard,CUST_0295,West,Rep_20,Electronics,Accessories,721.61,7,0.0,5051.27,2473.39,2577.88,51.03
ORD-00472,2023-09-26,2023-09-27,Economy,CUST_0281,Central,Rep_02,Electronics,Accessories,917.35,7,0.2,5137.16,3387.24,1749.92,34.06
ORD-00473,2024-10-29,2024-11-03,Economy,CUST_0250,Central,Rep_07,Furniture,Tables,237.27,10,0.15,2016.8,1224.75,792.05,39.27
ORD-00474,2023-04-26,2023-05-02,Standard,CUST_0166,East,Rep_14,Furniture,Chairs,389.51,6,0.0,2337.06,1185.23,1151.83,49.29
ORD-00475,2024-09-30,2024-10-02,Economy,CUST_0180,East,Rep_06,Office Supplies,Pens,38.03,4,0.0,152.12,99.73,52.39,34.44
ORD-00476,2023-10-22,2023-10-23,Express,CUST_0125,North,Rep_02,Furniture,Chairs,340.29,2,0.0,680.58,398.15,282.43,41.5
ORD-00477,2024-07-13,2024-07-18,Express,CUST_0109,South,Rep_18,Electronics,Tablets,1550.64,9,0.05,13257.97,8444.17,4813.8,36.31
ORD-00478,2023-09-19,2023-09-21,Standard,CUST_0270,West,Rep_19,Furniture,Chairs,142.08,4,0.2,454.66,299.6,155.06,34.1
ORD-00479,2024-11-07,2024-11-10,Economy,CUST_0035,West,Rep_01,Office Supplies,Pens,54.72,6,0.2,262.66,126.7,135.96,51.76
ORD-00480,2023-11-20,2023-11-24,Standard,CUST_0261,South,Rep_13,Office Supplies,Binders,70.01,9,0.0,630.09,318.78,311.31,49.41
ORD-00481,2024-06-26,2024-06-29,Express,CUST_0021,Central,Rep_01,Sports,Footwear,186.78,7,0.15,1111.34,552.45,558.89,50.29
ORD-00482,2023-03-05,2023-03-11,Same Day,CUST_0121,East,Rep_10,Office Supplies,Staplers,24.33,7,0.2,136.25,101.79,34.46,25.29
ORD-00483,2024-11-03,2024-11-05,Economy,CUST_0175,South,Rep_05,Sports,Sportswear,71.26,7,0.1,448.94,331.4,117.54,26.18
ORD-00484,2024-03-12,2024-03-15,Express,CUST_0294,West,Rep_08,Sports,Outdoor Gear,457.58,6,0.05,2608.21,1597.97,1010.24,38.73
ORD-00485,2023-11-13,2023-11-19,Express,CUST_0104,Central,Rep_18,Furniture,Desks,593.6,9,0.0,5342.4,3093.35,2249.05,42.1
ORD-00486,2023-07-08,2023-07-11,Standard,CUST_0286,East,Rep_03,Furniture,Desks,687.67,3,0.15,1753.56,804.61,948.95,54.12
ORD-00487,2023-06-05,2023-06-12,Same Day,CUST_0227,West,Rep_10,Office Supplies,Binders,19.1,3,0.0,57.3,26.24,31.06,54.21
ORD-00488,2023-08-25,2023-08-31,Express,CUST_0119,Central,Rep_19,Sports,Sportswear,42.26,2,0.15,71.84,49.13,22.71,31.61
ORD-00489,2024-04-30,2024-05-02,Economy,CUST_0199,East,Rep_06,Furniture,Tables,214.65,4,0.0,858.6,491.61,366.99,42.74
ORD-00490,2023-03-09,2023-03-11,Express,CUST_0104,West,Rep_08,Electronics,Tablets,1868.79,8,0.2,11960.26,7596.17,4364.09,36.49
ORD-00491,2024-09-14,2024-09-20,Standard,CUST_0208,South,Rep_14,Office Supplies,Binders,66.82,6,0.05,380.87,241.26,139.61,36.66
ORD-00492,2023-02-13,2023-02-15,Economy,CUST_0232,Central,Rep_04,Sports,Gym Equipment,273.79,7,0.15,1629.05,752.26,876.79,53.82
ORD-00493,2023-11-08,2023-11-15,Economy,CUST_0226,South,Rep_10,Clothing,Shirts,210.35,8,0.0,1682.8,970.54,712.26,42.33
ORD-00494,2023-04-03,2023-04-09,Economy,CUST_0238,Central,Rep_05,Sports,Gym Equipment,265.31,3,0.2,636.74,398.37,238.37,37.44
ORD-00495,2023-01-26,2023-01-28,Economy,CUST_0166,West,Rep_14,Sports,Outdoor Gear,243.23,4,0.05,924.27,440.93,483.34,52.29
ORD-00496,2024-10-11,2024-10-14,Economy,CUST_0059,North,Rep_03,Office Supplies,Paper,11.4,7,0.15,67.83,46.62,21.21,31.27
ORD-00497,2023-06-24,2023-06-27,Standard,CUST_0195,West,Rep_18,Sports,Outdoor Gear,295.78,3,0.0,887.34,630.58,256.76,28.94
ORD-00498,2023-10-23,2023-10-29,Economy,CUST_0159,West,Rep_10,Furniture,Chairs,226.49,3,0.0,679.47,306.48,372.99,54.89
ORD-00499,2024-09-14,2024-09-18,Standard,CUST_0256,West,Rep_16,Office Supplies,Pens,22.84,10,0.15,194.14,115.07,79.07,40.73
ORD-00500,2024-07-14,2024-07-17,Express,CUST_0004,North,Rep_20,Clothing,Jackets,162.55,9,0.2,1170.36,816.41,353.95,30.24
ORD-00501,2023-05-29,2023-06-05,Standard,CUST_0179,South,Rep_02,Electronics,Phones,258.38,10,0.2,2067.04,1304.27,762.77,36.9
ORD-00502,2023-06-15,2023-06-21,Express,CUST_0214,North,Rep_04,Office Supplies,Pens,26.33,10,0.1,236.97,162.61,74.36,31.38
ORD-00503,2023-11-03,2023-11-06,Standard,CUST_0019,Central,Rep_12,Furniture,Tables,358.0,7,0.2,2004.8,942.86,1061.94,52.97
ORD-00504,2024-12-12,2024-12-19,Standard,CUST_0069,East,Rep_16,Clothing,Shirts,83.12,9,0.05,710.68,431.66,279.02,39.26
ORD-00505,2024-05-10,2024-05-16,Standard,CUST_0271,North,Rep_19,Furniture,Chairs,582.06,5,0.05,2764.78,1749.15,1015.63,36.73
ORD-00506,2024-09-21,2024-09-26,Express,CUST_0182,Central,Rep_19,Office Supplies,Staplers,42.23,8,0.05,320.95,222.22,98.73,30.76
ORD-00507,2023-01-25,2023-01-29,Standard,CUST_0001,East,Rep_07,Sports,Outdoor Gear,323.97,2,0.15,550.75,387.96,162.79,29.56
ORD-00508,2024-07-27,2024-08-03,Same Day,CUST_0171,West,Rep_02,Sports,Footwear,329.63,1,0.15,280.19,143.0,137.19,48.96
ORD-00509,2023-01-07,2023-01-08,Same Day,CUST_0154,North,Rep_10,Office Supplies,Staplers,56.44,6,0.05,321.71,214.68,107.03,33.27
ORD-00510,2024-11-19,2024-11-23,Same Day,CUST_0170,South,Rep_07,Sports,Gym Equipment,460.6,1,0.15,391.51,192.12,199.39,50.93
ORD-00511,2023-02-27,2023-03-06,Economy,CUST_0237,Central,Rep_11,Furniture,Tables,464.75,10,0.15,3950.38,2581.41,1368.97,34.65
ORD-00512,2023-03-09,2023-03-11,Same Day,CUST_0170,South,Rep_19,Sports,Gym Equipment,161.82,1,0.0,161.82,120.57,41.25,25.49
ORD-00513,2024-09-01,2024-09-02,Express,CUST_0200,Central,Rep_20,Sports,Outdoor Gear,436.36,5,0.15,1854.53,1311.79,542.74,29.27
ORD-00514,2024-01-16,2024-01-20,Express,CUST_0255,West,Rep_03,Electronics,Tablets,1693.02,5,0.0,8465.1,5142.8,3322.3,39.25
ORD-00515,2024-03-30,2024-04-04,Standard,CUST_0104,East,Rep_02,Furniture,Chairs,117.45,8,0.1,845.64,419.63,426.01,50.38
ORD-00516,2023-04-11,2023-04-18,Express,CUST_0168,Central,Rep_10,Office Supplies,Binders,78.67,9,0.15,601.83,450.06,151.77,25.22
ORD-00517,2023-01-05,2023-01-08,Standard,CUST_0268,West,Rep_13,Furniture,Chairs,752.64,10,0.2,6021.12,2866.79,3154.33,52.39
ORD-00518,2024-08-14,2024-08-21,Standard,CUST_0160,North,Rep_17,Clothing,Shirts,91.79,4,0.0,367.16,187.31,179.85,48.98
ORD-00519,2023-10-07,2023-10-09,Standard,CUST_0226,Central,Rep_11,Office Supplies,Staplers,16.81,2,0.0,33.62,24.79,8.83,26.26
ORD-00520,2023-10-05,2023-10-07,Same Day,CUST_0180,South,Rep_18,Sports,Gym Equipment,473.34,5,0.1,2130.03,1114.96,1015.07,47.66
ORD-00521,2023-02-21,2023-02-23,Economy,CUST_0277,Central,Rep_11,Electronics,Tablets,252.19,1,0.0,252.19,142.51,109.68,43.49
ORD-00522,2023-11-16,2023-11-19,Same Day,CUST_0229,West,Rep_06,Electronics,Accessories,1671.4,9,0.0,15042.6,11163.18,3879.42,25.79
ORD-00523,2023-11-14,2023-11-20,Economy,CUST_0050,North,Rep_15,Clothing,Pants,168.22,8,0.05,1278.47,664.18,614.29,48.05
ORD-00524,2023-07-07,2023-07-13,Economy,CUST_0187,Central,Rep_09,Furniture,Desks,742.09,6,0.2,3562.03,2522.76,1039.27,29.18
ORD-00525,2023-04-26,2023-04-29,Economy,CUST_0034,West,Rep_01,Office Supplies,Binders,40.9,3,0.0,122.7,83.48,39.22,31.96
ORD-00526,2023-11-30,2023-12-05,Standard,CUST_0208,Central,Rep_04,Sports,Outdoor Gear,335.24,5,0.1,1508.58,887.49,621.09,41.17
ORD-00527,2024-05-08,2024-05-12,Express,CUST_0125,South,Rep_20,Sports,Footwear,61.05,4,0.2,195.36,128.59,66.77,34.18
ORD-00528,2023-06-27,2023-07-03,Express,CUST_0279,Central,Rep_11,Clothing,Jackets,174.01,10,0.2,1392.08,829.66,562.42,40.4
ORD-00529,2023-06-30,2023-07-03,Economy,CUST_0050,East,Rep_18,Sports,Footwear,479.27,2,0.1,862.69,416.35,446.34,51.74
ORD-00530,2023-08-11,2023-08-18,Standard,CUST_0032,East,Rep_16,Sports,Footwear,95.29,10,0.2,762.32,488.53,273.79,35.92
ORD-00531,2024-02-04,2024-02-09,Same Day,CUST_0273,South,Rep_15,Electronics,Phones,1240.28,4,0.0,4961.12,3246.83,1714.29,34.55
ORD-00532,2023-04-02,2023-04-07,Same Day,CUST_0223,Central,Rep_10,Office Supplies,Staplers,5.61,9,0.05,47.97,33.78,14.19,29.58
ORD-00533,2024-12-21,2024-12-26,Standard,CUST_0028,East,Rep_18,Office Supplies,Pens,66.56,6,0.0,399.36,282.9,116.46,29.16
ORD-00534,2024-12-29,2025-01-02,Same Day,CUST_0202,West,Rep_19,Electronics,Phones,930.86,7,0.1,5864.42,3010.59,2853.83,48.66
ORD-00535,2024-01-04,2024-01-11,Economy,CUST_0285,South,Rep_07,Furniture,Tables,392.06,5,0.2,1568.24,1020.96,547.28,34.9
ORD-00536,2024-11-04,2024-11-08,Economy,CUST_0074,North,Rep_01,Furniture,Chairs,782.48,3,0.0,2347.44,1152.98,1194.46,50.88
ORD-00537,2024-06-05,2024-06-09,Economy,CUST_0093,Central,Rep_14,Clothing,Jackets,146.97,8,0.05,1116.97,621.7,495.27,44.34
ORD-00538,2023-08-31,2023-09-06,Economy,CUST_0296,Central,Rep_01,Furniture,Tables,451.21,7,0.1,2842.62,1770.68,1071.94,37.71
ORD-00539,2024-08-17,2024-08-21,Standard,CUST_0189,Central,Rep_16,Electronics,Laptops,1931.13,2,0.0,3862.26,2584.07,1278.19,33.09
ORD-00540,2023-09-09,2023-09-13,Standard,CUST_0041,West,Rep_17,Sports,Sportswear,326.41,2,0.15,554.9,355.19,199.71,35.99
ORD-00541,2024-04-25,2024-04-29,Standard,CUST_0176,Central,Rep_02,Sports,Sportswear,270.95,8,0.1,1950.84,1307.34,643.5,32.99
ORD-00542,2024-12-12,2024-12-17,Standard,CUST_0086,East,Rep_10,Clothing,Shoes,192.37,10,0.0,1923.7,901.11,1022.59,53.16
ORD-00543,2023-10-21,2023-10-25,Standard,CUST_0150,Central,Rep_02,Clothing,Pants,38.98,9,0.0,350.82,247.48,103.34,29.46
ORD-00544,2023-09-21,2023-09-22,Same Day,CUST_0144,South,Rep_20,Office Supplies,Staplers,60.61,10,0.0,606.1,438.23,167.87,27.7
ORD-00545,2024-05-11,2024-05-13,Express,CUST_0134,East,Rep_06,Furniture,Tables,659.56,1,0.0,659.56,491.52,168.04,25.48
ORD-00546,2024-11-07,2024-11-11,Express,CUST_0197,West,Rep_14,Furniture,Desks,608.2,3,0.0,1824.6,1137.32,687.28,37.67
ORD-00547,2024-04-20,2024-04-24,Express,CUST_0027,East,Rep_04,Office Supplies,Pens,40.72,8,0.15,276.9,203.38,73.52,26.55
ORD-00548,2023-05-29,2023-06-03,Same Day,CUST_0243,West,Rep_13,Sports,Outdoor Gear,439.03,1,0.0,439.03,319.69,119.34,27.18
ORD-00549,2024-06-28,2024-07-04,Standard,CUST_0022,East,Rep_17,Clothing,Jackets,101.38,7,0.1,638.69,463.31,175.38,27.46
ORD-00550,2024-11-01,2024-11-06,Same Day,CUST_0051,East,Rep_09,Office Supplies,Staplers,34.34,4,0.15,116.76,76.08,40.68,34.84
ORD-00551,2024-11-19,2024-11-20,Standard,CUST_0281,South,Rep_11,Furniture,Cabinets,682.18,1,0.05,648.07,310.63,337.44,52.07
ORD-00552,2023-07-17,2023-07-18,Same Day,CUST_0146,East,Rep_08,Electronics,Accessories,242.66,2,0.0,485.32,355.04,130.28,26.84
ORD-00553,2024-11-03,2024-11-10,Economy,CUST_0067,North,Rep_03,Furniture,Chairs,729.93,10,0.2,5839.44,4322.06,1517.38,25.99
ORD-00554,2024-10-16,2024-10-20,Standard,CUST_0240,East,Rep_10,Electronics,Phones,1860.85,5,0.2,7443.4,4302.99,3140.41,42.19
ORD-00555,2024-01-27,2024-01-31,Standard,CUST_0142,South,Rep_03,Office Supplies,Staplers,29.95,1,0.0,29.95,22.06,7.89,26.34
ORD-00556,2024-09-16,2024-09-20,Express,CUST_0252,West,Rep_03,Office Supplies,Paper,18.38,8,0.0,147.04,72.51,74.53,50.69
ORD-00557,2023-04-16,2023-04-17,Same Day,CUST_0227,Central,Rep_04,Clothing,Pants,36.77,10,0.15,312.55,164.14,148.41,47.48
ORD-00558,2024-11-11,2024-11-15,Standard,CUST_0001,West,Rep_05,Clothing,Shirts,81.28,6,0.05,463.3,288.35,174.95,37.76
ORD-00559,2024-07-07,2024-07-09,Standard,CUST_0207,West,Rep_14,Sports,Footwear,31.55,8,0.0,252.4,156.53,95.87,37.98
ORD-00560,2024-01-10,2024-01-15,Standard,CUST_0029,East,Rep_13,Office Supplies,Staplers,69.0,6,0.0,414.0,290.77,123.23,29.77
ORD-00561,2024-11-07,2024-11-09,Economy,CUST_0021,South,Rep_18,Office Supplies,Paper,27.42,7,0.0,191.94,122.69,69.25,36.08
ORD-00562,2023-02-06,2023-02-08,Express,CUST_0098,North,Rep_15,Office Supplies,Binders,6.9,10,0.0,69.0,41.18,27.82,40.32
ORD-00563,2023-02-07,2023-02-10,Standard,CUST_0231,West,Rep_18,Electronics,Tablets,300.9,1,0.05,285.85,138.77,147.08,51.45
ORD-00564,2023-03-15,2023-03-16,Express,CUST_0297,Central,Rep_05,Sports,Footwear,375.67,8,0.15,2554.56,1164.16,1390.4,54.43
ORD-00565,2024-10-09,2024-10-10,Express,CUST_0008,South,Rep_05,Sports,Gym Equipment,455.19,2,0.05,864.86,547.77,317.09,36.66
ORD-00566,2023-03-06,2023-03-13,Express,CUST_0255,North,Rep_04,Sports,Gym Equipment,125.24,6,0.2,601.15,421.27,179.88,29.92
